t_sl_Fa," y_sl_Fa"," t_sl_Fp"," y_sl_Fp"," t_sl_Fnu"," y_sl_Fnu"," t_dl_Fa"," y_dl_Fa"," t_dl_Fp"," y_dl_Fp"," t_dl_Fnu"," y_dl_Fnu"
4.186484399388792," 0.030679404799869525",,,,,"4.208432457221473"," -0.012798699493779875",,,,
4.361171812102592," 0.003626703940181164",,,,,"4.36805706260262"," -0.005166342127167267",,,,
4.564973793602025," 0.021661837846639997",,,,,"4.527681667983769"," 0.018154749826371663",,,,
4.725103921923008," 0.021661837846639997",,,,,"4.687306273364916"," 0.041475841779910594",,,,
4.870676765851175," 0.021661837846639997",,,,,"4.846930878746063"," 0.03469152412069931",,,,
5.089036031743425," 0.003626703940181164",,,,,"5.006555484127212"," 0.00882631304495618",,,,
5.394739003992575," 0.003626703940181164",,,,,"5.166180089508359"," -0.014070759054881865",,,,
5.642212838670457," 0.021661837846639997",,,,,"5.325804694889506"," -0.010678600225276336",,,,
5.802342966991441," 0.021661837846639997",,,,,"5.4854293002706545"," 0.013490531435663922",,,,
5.943063382788669," 0.015650126544487275",,,,,"5.645053905651801"," 0.038083682950305064",,,,
6.086210012651366," 0.003626703940181164",,,,,"5.804678511032948"," 0.03977976236510772",,,,
6.442863480275374," 0.003626703940181164",,,,,"5.964303116414095"," 0.015186610850466797",,,,
6.704894599346074," 0.021661837846639997",,,,,"6.123927721795244"," -0.00771046124937147",,,,
6.835910158881424," 0.021661837846639997",,,,,"6.283552327176391"," -0.01449477890858275",,,,
7.06882670916649," 0.003626703940181164",,,,,"6.443176932557538"," 0.006282193922751755",,,,
7.4691520299689484," 0.003626703940181164",,,,,"6.602801537938687"," 0.033843484413297986",,,,
7.7239045068432395," 0.021661837846639997",,,,,"6.762426143319834"," 0.04232388148731214",,,,
7.847641424182181," 0.021661837846639997",,,,,"6.922050748700983"," 0.02324298807078029",,,,
8.080557974467247," 0.003626703940181164",,,,,"7.08167535408213"," -0.002198203151262179",,,,
